,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
680,Jobyna,Elgey,Female,55,1978-09-18,VP Product Management,Manufacturing,Mass Customer,N,Yes,17.0
968,Jo,Mallinar,Female,20,1978-09-19,Health Coach IV,Health,High Net Worth,N,Yes,18.0
3525,Pail,Iacopini,Male,84,1978-09-19,General Manager,Telecommunications,High Net Worth,N,Yes,13.0
1885,Eugenie,Belcham,Female,35,1978-09-22,Nurse,IT,Affluent Customer,N,No,18.0
2527,Cassie,Toffaloni,Male,81,1978-09-23,Senior Editor,Financial Services,Affluent Customer,N,No,15.0
3825,Marlow,Balffye,Male,33,1978-09-25,0,Health,Mass Customer,N,No,7.0
26,Garvin,Klees,Male,37,1978-09-25,Research Nurse,Health,Mass Customer,N,Yes,12.0
1400,Ashien,Winspare,Female,68,1978-09-30,0,Financial Services,High Net Worth,N,No,10.0
3696,Zebedee,Christal,Male,47,1978-10-10,Recruiting Manager,0,Mass Customer,N,Yes,8.0
726,Lenci,Duerden,Male,98,1978-10-10,Senior Editor,Manufacturing,Mass Customer,N,No,3.0
3824,Cinda,Rounds,Female,82,1978-10-12,Recruiting Manager,Health,Mass Customer,N,No,11.0
267,Kacie,Kidston,Female,60,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0
2516,Rozanna,Kegan,Female,1,1978-10-19,Research Nurse,Health,Mass Customer,N,Yes,9.0
2650,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0
3590,Dwight,Kinsey,Male,15,1978-10-28,Accountant III,Financial Services,Mass Customer,N,No,10.0
3143,Ringo,Everson,Male,94,1978-10-29,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8.0
1773,Vidovik,Astall,Male,48,1978-11-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,18.0
965,Krystyna,Linning,Female,70,1978-11-05,Speech Pathologist,Retail,High Net Worth,N,Yes,5.0
2414,Tanner,Harp,Male,56,1978-11-05,Web Designer II,Manufacturing,Mass Customer,N,No,3.0
1672,Suzie,Dahle,Female,45,1978-11-09,Professor,Financial Services,Affluent Customer,N,Yes,21.0
1716,Obadias,Gristwood,Male,96,1978-11-14,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0
3629,Jeni,Heymes,Female,16,1978-11-15,Tax Accountant,Property,Affluent Customer,N,Yes,8.0
655,Marty,Lebreton,Female,80,1978-11-17,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8.0
191,Goldi,Osler,Female,2,1978-11-19,Junior Executive,Health,Mass Customer,N,Yes,8.0
3508,Janine,Hesey,Female,85,1978-11-22,Pharmacist,Health,Mass Customer,N,Yes,15.0
3924,Cally,Chaim,Female,81,1978-11-25,Statistician I,0,High Net Worth,N,No,7.0
2137,Jonell,Gon,Female,23,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,N,No,15.0
2421,Crysta,Woliter,Female,96,1978-11-30,Librarian,Entertainment,High Net Worth,N,No,13.0
1984,Chrysler,Longstaffe,Female,1,1978-12-02,Computer Systems Analyst I,0,Mass Customer,N,Yes,16.0
3526,Kiley,Scotson,Female,77,1978-12-02,Senior Cost Accountant,Financial Services,High Net Worth,N,No,18.0
3872,Sascha,Paolozzi,Male,32,1978-12-05,Compensation Analyst,Financial Services,Mass Customer,N,No,11.0
1687,Charmaine,Suller,Female,80,1978-12-05,Systems Administrator II,0,Mass Customer,N,No,15.0
1374,Archie,Van den Hof,Male,36,1978-12-07,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,18.0
1338,Mariam,Guiel,Female,82,1978-12-09,Editor,IT,High Net Worth,N,No,14.0
565,Datha,McPheat,Female,66,1978-12-09,Systems Administrator I,Financial Services,High Net Worth,N,Yes,9.0
3257,Hettie,Godden,Female,77,1978-12-10,Sales Representative,Retail,Mass Customer,N,Yes,18.0
108,Cody,Blabey,Male,16,1978-12-11,Marketing Assistant,0,Affluent Customer,N,Yes,4.0
2629,Jonathon,0,Male,76,1978-12-17,Senior Sales Associate,Retail,Mass Customer,N,No,10.0
1845,Lorette,Daspar,Female,4,1978-12-18,Senior Editor,Manufacturing,Affluent Customer,N,No,7.0
520,Peri,Hovie,Female,29,1978-12-19,Help Desk Operator,Health,High Net Worth,N,No,16.0
2470,Noland,Bresland,Male,55,1978-12-20,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8.0
906,Eamon,McWhin,Male,51,1978-12-25,Sales Associate,Property,High Net Worth,N,Yes,17.0
2352,Lyn,Luquet,Male,93,1978-12-27,Health Coach IV,Health,Affluent Customer,N,Yes,12.0
3750,Millicent,Nacci,Female,44,1978-12-28,Environmental Specialist,0,Affluent Customer,N,Yes,13.0
799,Quint,Popov,Male,68,1978-12-31,Account Coordinator,Manufacturing,Mass Customer,N,No,8.0
2171,Emmery,Angrock,Male,6,1979-01-05,Information Systems Manager,Health,Affluent Customer,N,Yes,13.0
1016,Jacquenette,Pluthero,Female,88,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0
1601,Shamus,Dennerly,Male,68,1979-01-09,Professor,Retail,Mass Customer,N,No,15.0
2942,Caesar,0,Male,65,1979-01-10,VP Sales,0,High Net Worth,N,No,17.0
3335,Konstantine,Terne,Male,47,1979-01-10,Research Assistant IV,Manufacturing,Mass Customer,N,Yes,8.0
406,Chryste,Acum,Female,82,1979-01-12,Structural Analysis Engineer,0,High Net Worth,N,Yes,15.0
2748,Cale,Cunningham,Male,3,1979-01-12,Sales Representative,Retail,Mass Customer,N,No,5.0
3970,Analise,Asbrey,Female,2,1979-01-14,Desktop Support Technician,Financial Services,High Net Worth,N,No,16.0
3282,Rowe,Barbary,Female,46,1979-01-15,Administrative Officer,Property,Mass Customer,N,Yes,6.0
2480,Amber,Ruslin,Female,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0
2115,Wyndham,Ecob,Male,81,1979-01-20,Research Associate,Financial Services,Affluent Customer,N,Yes,9.0
1396,Dimitri,Durie,Male,29,1979-01-21,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14.0
2245,Giraldo,Lacer,Male,16,1979-01-24,Database Administrator III,0,Mass Customer,N,Yes,13.0
2206,Junia,Gall,Female,93,1979-01-26,Web Designer IV,Manufacturing,Mass Customer,N,Yes,16.0
2930,Efren,Twiddell,Male,61,1979-01-27,Executive Secretary,IT,Mass Customer,N,Yes,6.0
2103,Livy,Roote,Female,31,1979-01-29,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11.0
3119,Lauree,O'Donnell,Female,89,1979-02-04,Clinical Specialist,Health,Mass Customer,N,Yes,10.0
189,Hayley,Girardengo,Female,42,1979-02-04,Registered Nurse,Health,Affluent Customer,N,No,10.0
3585,Abby,Brownstein,Female,79,1979-02-05,Registered Nurse,Health,Affluent Customer,N,No,10.0
740,Cristionna,Mapes,Female,16,1979-02-15,0,0,Mass Customer,N,No,11.0
2168,Jarrad,Atwell,Male,80,1979-02-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18.0
2819,Tristam,Gutcher,Male,44,1979-03-01,Engineer I,Manufacturing,Affluent Customer,N,Yes,16.0
2762,Dalila,Snawdon,Female,30,1979-03-04,Actuary,Financial Services,Mass Customer,N,Yes,10.0
2348,Julee,Garwell,Female,23,1979-03-05,Executive Secretary,Telecommunications,High Net Worth,N,No,3.0
3502,Tootsie,Rafter,Female,53,1979-03-12,Financial Advisor,Financial Services,Affluent Customer,N,Yes,10.0
3032,Danielle,Kener,Female,60,1979-03-17,Administrative Officer,Financial Services,High Net Worth,N,No,12.0
2278,Garrett,Szymon,Male,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0
3971,Maribelle,Schaffel,Female,6,1979-03-28,0,Retail,Mass Customer,N,No,8.0
2586,Maren,Dachs,Female,76,1979-03-30,Data Coordiator,0,Affluent Customer,N,No,4.0
1453,Caesar,Wattam,Male,4,1979-04-07,Physical Therapy Assistant,Argiculture,Mass Customer,N,Yes,3.0
1511,Chandler,0,Male,89,1979-04-10,Teacher,0,High Net Worth,N,No,4.0
3071,Roma,Prettjohn,Male,87,1979-04-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,10.0
3812,Skelly,Caudell,Male,12,1979-04-13,Media Manager IV,IT,Mass Customer,N,Yes,6.0
2741,Osgood,Risby,Male,50,1979-04-14,Actuary,Financial Services,High Net Worth,N,Yes,15.0
38,Hunfredo,Smalley,Male,5,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,N,No,22.0
2189,Maressa,Kondrachenko,Female,77,1979-04-17,0,IT,Affluent Customer,N,No,13.0
3275,Goddart,Pavelin,Male,10,1979-04-18,Legal Assistant,0,High Net Worth,N,No,3.0
1625,Fanchon,Fist,Female,82,1979-04-19,VP Accounting,Financial Services,Mass Customer,N,No,14.0
121,Colver,Itter,Male,87,1979-04-19,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,12.0
3405,Lucy,Lackmann,Female,35,1979-04-28,Business Systems Development Analyst,IT,Mass Customer,N,Yes,10.0
1481,Georas,Niesel,Male,29,1979-04-30,Electrical Engineer,Manufacturing,Mass Customer,N,No,12.0
2066,Slade,Mulvin,Male,81,1979-05-05,Registered Nurse,Health,Mass Customer,N,No,17.0
3332,Celinda,Asher,Female,30,1979-05-08,Software Test Engineer II,Property,Mass Customer,N,Yes,17.0
552,Charlean,Fantone,Female,62,1979-05-12,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,7.0
3307,Daffi,Idale,Female,5,1979-05-20,Cost Accountant,Financial Services,Mass Customer,N,Yes,14.0
952,Jasmin,Brodeur,Female,16,1979-05-23,0,0,Mass Customer,N,No,7.0
1486,Kaela,Soppett,Female,58,1979-05-23,Web Designer IV,0,Affluent Customer,N,Yes,5.0
2742,Carr,Muckley,Male,67,1979-05-25,Social Worker,Health,High Net Worth,N,Yes,20.0
3259,Kelsy,Rao,Female,6,1979-05-30,Research Associate,Telecommunications,High Net Worth,N,No,11.0
2034,Kylie,Terese,Male,40,1979-06-01,Senior Developer,Health,Mass Customer,N,No,19.0
354,Stacy,Gullane,Female,97,1979-06-01,Database Administrator II,Retail,Mass Customer,N,Yes,3.0
1660,Meggy,Delgadillo,Female,21,1979-06-02,Administrative Assistant IV,Health,Affluent Customer,N,No,10.0
1266,Leopold,Dainton,Male,39,1979-06-03,Safety Technician IV,Entertainment,Affluent Customer,N,Yes,19.0
527,Gayel,Downs,Female,10,1979-06-06,Registered Nurse,Health,Mass Customer,N,No,4.0
2828,Juditha,Cufley,Female,2,1979-06-11,Electrical Engineer,Manufacturing,High Net Worth,N,No,11.0
3498,Shelton,Tewkesberrie,Male,29,1979-06-17,0,Manufacturing,Mass Customer,N,Yes,7.0
847,Lannie,Chat,Male,79,1979-06-25,VP Product Management,Manufacturing,Mass Customer,N,No,13.0
2141,Marti,McComish,Female,61,1979-07-02,Biostatistician IV,0,Affluent Customer,N,No,7.0
61,Sorcha,Roggers,Female,38,1979-07-06,0,IT,Mass Customer,N,Yes,22.0
351,Orrin,Finding,Male,12,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0
1683,Janie,Stonehewer,Female,96,1979-07-10,Environmental Tech,Manufacturing,Mass Customer,N,No,6.0
867,Effie,Duddy,Female,84,1979-07-18,VP Accounting,Financial Services,Mass Customer,N,Yes,11.0
1724,Corena,Postlewhite,Female,80,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Yes,16.0
96,Arne,Corain,Male,16,1979-07-27,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,10.0
2750,Cordell,Coxhell,Male,94,1979-07-27,Sales Associate,Retail,High Net Worth,N,Yes,12.0
753,Patsy,Beefon,Female,15,1979-07-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14.0
972,Annabella,Hebron,Female,46,1979-08-02,Data Coordiator,Health,High Net Worth,N,No,15.0
508,Tobe,Vamplew,Male,64,1979-08-06,Developer II,Financial Services,Affluent Customer,N,Yes,21.0
2311,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,18.0
161,Port,Acuna,Male,90,1979-08-12,Nurse Practicioner,IT,Mass Customer,N,No,15.0
1704,Nelle,Haworth,Female,1,1979-08-14,Research Associate,Financial Services,Mass Customer,N,Yes,9.0
3796,Kriste,Oldall,Female,76,1979-08-18,Occupational Therapist,Health,Affluent Customer,N,Yes,4.0
784,Anthea,Guesford,Female,48,1979-08-26,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0
1000,Finley,Vost,Male,63,1979-08-27,Recruiter,Retail,Mass Customer,N,No,14.0
3878,Vin,Attack,Male,74,1979-08-28,Payment Adjustment Coordinator,0,High Net Worth,N,No,19.0
259,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0
2908,Jayme,Rowthorn,Female,31,1979-09-05,Associate Professor,Entertainment,High Net Worth,N,No,6.0
155,Shayla,Rimmington,Female,23,1979-09-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0
2585,Heywood,Sollett,Male,10,1979-09-12,Tax Accountant,Financial Services,Mass Customer,N,Yes,13.0
2966,Dud,Coom,Male,60,1979-09-14,Social Worker,Health,Affluent Customer,N,Yes,20.0
2345,Joey,Scheffler,Male,89,1979-09-16,Information Systems Manager,0,Mass Customer,N,Yes,4.0
942,Holly,Gamett,Male,94,1979-09-17,Legal Assistant,Property,Affluent Customer,N,Yes,15.0
1086,Lian,Madrell,Female,39,1979-09-18,Financial Analyst,Financial Services,Mass Customer,N,Yes,8.0
486,Elayne,Braiden,Female,70,1979-09-19,Food Chemist,Health,Mass Customer,N,No,10.0
3465,Victor,Zaple,Male,65,1979-09-28,Marketing Assistant,IT,Mass Customer,N,No,18.0
3672,Tobin,Fucher,Male,72,1979-09-28,0,Manufacturing,Mass Customer,N,Yes,11.0
2234,Maxine,Cauldwell,Female,75,1979-10-02,Social Worker,Health,Affluent Customer,N,No,16.0
2483,Elise,Slimm,Female,77,1979-10-03,Senior Quality Engineer,Property,Mass Customer,N,Yes,14.0
1535,Tiffany,Fanshaw,Female,28,1979-10-04,Software Consultant,Financial Services,Affluent Customer,N,Yes,15.0
1287,Abra,Cuardall,Female,51,1979-10-07,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,18.0
336,Shaylah,Urquhart,Female,67,1979-10-08,Statistician IV,Argiculture,High Net Worth,N,Yes,12.0
658,Natalee,Stringman,Female,44,1979-10-09,0,Financial Services,Affluent Customer,N,Yes,15.0
460,Jsandye,Melendez,Female,19,1979-10-09,Social Worker,Health,Mass Customer,N,Yes,14.0
1592,Tommy,Kupisz,Female,69,1979-10-11,Tax Accountant,IT,Mass Customer,N,No,17.0
3895,Perla,Blakiston,Female,3,1979-10-15,Tax Accountant,0,Mass Customer,N,Yes,13.0
2518,Ryon,Dalliston,Male,76,1979-10-17,Senior Developer,Manufacturing,Mass Customer,N,Yes,5.0
3240,Milt,Erett,Male,34,1979-10-29,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0
3178,Jarid,Redwood,Male,87,1979-11-04,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17.0
3473,Justinian,Crowhurst,Male,93,1979-11-06,Assistant Manager,Manufacturing,Mass Customer,N,No,14.0
715,Trescha,Preshous,Female,31,1979-11-09,Social Worker,Health,Mass Customer,N,No,11.0
1690,Tomlin,0,Male,50,1979-11-16,Account Coordinator,0,High Net Worth,N,Yes,7.0
807,Nigel,Phippard,Male,21,1979-11-21,Social Worker,Health,High Net Worth,N,Yes,17.0
1897,Katalin,Mantz,Female,67,1979-11-24,Developer III,Manufacturing,Affluent Customer,N,Yes,12.0
2273,Nada,Reinert,Female,15,1979-11-26,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,13.0
3611,Normand,Matous,Male,27,1979-11-27,0,IT,High Net Worth,N,No,15.0
3739,Rania,Poulter,Female,82,1979-12-03,Dental Hygienist,Health,Mass Customer,N,No,8.0
1680,Rupert,Gilstoun,Male,78,1979-12-07,0,Health,High Net Worth,N,Yes,6.0
2081,Sybyl,Beekman,Female,38,1979-12-07,Legal Assistant,Health,Affluent Customer,N,Yes,19.0
216,Jeralee,Quartly,Female,63,1979-12-09,0,Manufacturing,High Net Worth,N,No,16.0
2621,Natty,Sisneros,Male,13,1979-12-10,Staff Accountant I,Financial Services,Mass Customer,N,No,16.0
1342,Creight,Deery,Male,67,1979-12-10,Dental Hygienist,Health,High Net Worth,N,No,5.0
708,Holly,Cavil,Female,83,1979-12-11,Accountant III,Financial Services,Mass Customer,N,Yes,5.0
184,Crosby,Walcot,Male,80,1979-12-13,0,Property,Mass Customer,N,Yes,13.0
3334,Damian,Dutt,Male,47,1979-12-15,Editor,Health,Mass Customer,N,No,16.0
920,Gretchen,Seneschal,Female,77,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,N,No,7.0
2573,Humfrey,Boyse,Male,73,1979-12-21,0,Manufacturing,Mass Customer,N,No,4.0
3310,Clary,Bennitt,Female,57,1979-12-21,Civil Engineer,Manufacturing,Mass Customer,N,Yes,8.0
2979,Di,Plaid,Female,27,1979-12-22,Chemical Engineer,Manufacturing,Mass Customer,N,No,4.0
3410,Alena,Hannis,Female,68,1980-01-04,Physical Therapy Assistant,0,Mass Customer,N,Yes,20.0
335,Georgiana,Wallington,Female,91,1980-01-06,0,Manufacturing,High Net Worth,N,No,3.0
2153,Bird,Bolf,Female,86,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,N,No,6.0
607,Alisun,Heinecke,Female,55,1980-01-08,Accounting Assistant I,Retail,High Net Worth,N,Yes,12.0
1491,Cordey,Tomik,Female,51,1980-01-11,Media Manager I,0,Mass Customer,N,No,7.0
338,Nanny,Casero,Female,56,1980-01-11,Human Resources Manager,Health,Mass Customer,N,No,12.0
1972,Fanni,Liffe,Female,52,1980-01-11,Media Manager IV,Financial Services,High Net Worth,N,No,5.0
524,Lennard,Donizeau,Male,64,1980-02-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0
325,Guenna,Spensly,Female,74,1980-02-16,Help Desk Operator,Financial Services,Mass Customer,N,No,6.0
1072,Elbertina,Donne,Female,77,1980-02-25,Associate Professor,0,Affluent Customer,N,Yes,7.0
1413,Allison,Clowton,Female,57,1980-02-29,Help Desk Technician,Retail,Mass Customer,N,Yes,10.0
761,Kerwin,Jossel,Male,91,1980-03-06,Environmental Specialist,0,Mass Customer,N,Yes,22.0
3819,Maren,Ruske,Female,65,1980-03-08,Business Systems Development Analyst,IT,Mass Customer,N,No,17.0
3520,Oneida,Olivia,Female,27,1980-03-10,Research Associate,0,High Net Worth,N,Yes,16.0
220,Mara,Bloore,Female,14,1980-03-10,Tax Accountant,Manufacturing,Mass Customer,N,No,14.0
378,Bert,Ainslie,Male,2,1980-03-13,0,Manufacturing,High Net Worth,N,Yes,4.0
1659,Justinian,Jekyll,Male,85,1980-03-16,Internal Auditor,Retail,Affluent Customer,N,No,15.0
2320,Libbi,Freeberne,Female,27,1980-03-25,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,20.0
2597,Lindsay,Maydway,Male,23,1980-03-26,Senior Developer,Manufacturing,Affluent Customer,N,No,9.0
2980,Benny,Jadczak,Male,26,1980-03-30,Sales Representative,Retail,High Net Worth,N,Yes,21.0
1352,Phebe,Dockwra,Female,1,1980-03-31,Clinical Specialist,Health,Mass Customer,N,Yes,11.0
3991,Germain,Tireman,Male,99,1980-04-02,Database Administrator IV,Manufacturing,Affluent Customer,N,Yes,18.0
2545,Marinna,Hancke,Female,45,1980-04-10,Assistant Professor,Manufacturing,High Net Worth,N,No,11.0
3298,Sybille,Ballsdon,Female,27,1980-04-10,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12.0
2702,Peria,Amis,Female,37,1980-04-12,0,Manufacturing,Affluent Customer,N,Yes,18.0
3034,Sigfrid,Caldecot,Male,98,1980-04-15,Associate Professor,Health,High Net Worth,N,No,13.0
1090,Keith,Housden,Male,19,1980-04-15,0,Health,Mass Customer,N,No,15.0
2244,Elsinore,Banbrook,Female,11,1980-04-21,Marketing Manager,Argiculture,Mass Customer,N,No,3.0
1134,Mireielle,Avrasin,Female,60,1980-05-03,Software Engineer IV,Financial Services,Mass Customer,N,Yes,11.0
1649,Raphaela,Looby,Female,44,1980-05-03,Tax Accountant,0,High Net Worth,N,No,16.0
1623,Hakim,Burnhard,Male,18,1980-05-04,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6.0
2833,Timmie,Ubanks,Male,33,1980-05-04,0,Retail,Affluent Customer,N,No,9.0
880,Carmella,O' Lone,Female,82,1980-05-07,Information Systems Manager,0,High Net Worth,N,No,15.0
3256,Travis,Hulatt,Male,64,1980-05-07,Senior Editor,0,Mass Customer,N,Yes,10.0
3320,Ives,0,Male,38,1980-05-10,Software Test Engineer I,0,High Net Worth,N,Yes,14.0
1635,Karly,Ackenhead,Female,65,1980-05-12,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,5.0
3466,Killy,Spaducci,Male,31,1980-05-20,VP Quality Control,IT,Mass Customer,N,No,21.0
1567,Bellanca,Strutz,Female,78,1980-05-23,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0
857,Barby,Charlwood,Female,79,1980-06-02,Internal Auditor,Financial Services,High Net Worth,N,Yes,9.0
2473,Chrysa,Burrett,Female,59,1980-06-08,Executive Secretary,Argiculture,High Net Worth,N,Yes,6.0
1910,Hallsy,De Leek,Male,22,1980-06-08,Director of Sales,Manufacturing,Mass Customer,N,No,3.0
2398,Devonne,McPolin,Female,20,1980-06-11,Software Consultant,Manufacturing,High Net Worth,N,Yes,14.0
3517,Magdaia,Beardwell,Female,45,1980-06-18,Biostatistician I,IT,Mass Customer,N,Yes,8.0
2707,Sophey,Wawer,Female,34,1980-06-18,Product Engineer,0,Mass Customer,N,Yes,10.0
3224,Durante,Reddan,Male,19,1980-06-19,Chief Design Engineer,Health,Mass Customer,N,Yes,4.0
3489,Taylor,Dutchburn,Male,45,1980-06-21,VP Product Management,Financial Services,High Net Worth,N,No,14.0
2090,Dominga,Crosfield,Female,27,1980-06-22,Office Assistant II,Argiculture,Mass Customer,N,No,9.0
969,Kellyann,Hawton,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,Yes,14.0
1861,Daron,Umpleby,Female,24,1980-06-29,0,Health,High Net Worth,N,Yes,4.0
1371,Rockie,Wheldon,Male,44,1980-07-02,Computer Systems Analyst III,Manufacturing,Affluent Customer,N,No,17.0
2461,Fletcher,Hutchens,Male,17,1980-07-05,Assistant Media Planner,Entertainment,Affluent Customer,N,No,21.0
1685,Fremont,Trundle,Male,95,1980-07-06,Account Representative IV,Argiculture,Mass Customer,N,Yes,16.0
733,Leicester,Fynes,Male,34,1980-07-06,Programmer III,Retail,Affluent Customer,N,No,11.0
2583,Sharia,0,Female,86,1980-07-07,Technical Writer,Financial Services,High Net Worth,N,No,12.0
487,Domini,Ghelerdini,Female,24,1980-07-11,Help Desk Operator,Property,Mass Customer,N,Yes,10.0
2633,Silvester,Scowcroft,Male,85,1980-07-14,Quality Engineer,Financial Services,High Net Worth,N,No,15.0
3097,Tiff,Ovett,Female,77,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12.0
2082,Karee,Ortler,Female,5,1980-07-18,0,0,Mass Customer,N,No,4.0
2526,Arly,Petersen,Female,60,1980-07-19,Technical Writer,0,Affluent Customer,N,Yes,16.0
593,Humfrey,Frankland,Male,74,1980-07-22,Office Assistant II,0,Mass Customer,N,No,13.0
1992,Agustin,Isworth,Male,82,1980-07-27,Accounting Assistant II,0,High Net Worth,N,Yes,3.0
2264,Brendan,Vicent,Male,55,1980-07-29,0,Property,Mass Customer,N,Yes,5.0
