,address,postcode,state,country,property_valuation
3175,55 Gateway Trail,2147,New South Wales,Australia,9
3181,6 Michigan Park,3173,Victoria,Australia,9
3183,7 Kingsford Parkway,3085,Victoria,Australia,9
463,091 Farragut Crossing,3058,Victoria,Australia,9
3185,10 Hauk Point,3936,Victoria,Australia,9
462,8 Dayton Park,2050,New South Wales,Australia,9
461,9 Dahle Place,2763,New South Wales,Australia,9
3189,40252 Springs Park,4870,Queensland,Australia,9
3197,778 7th Parkway,2071,New South Wales,Australia,9
3201,41141 Cascade Hill,2075,New South Wales,Australia,9
452,7 Farmco Trail,2759,New South Wales,Australia,9
3217,7198 Rowland Street,4030,Queensland,Australia,9
3218,93723 Old Gate Hill,2021,New South Wales,Australia,9
441,3 Loomis Crossing,2217,New South Wales,Australia,9
3230,322 Garrison Way,3169,Victoria,Australia,9
3239,655 Chive Pass,3083,Victoria,Australia,9
384,8 Holy Cross Center,2047,New South Wales,Australia,9
3311,59 Coolidge Hill,2010,New South Wales,Australia,9
3301,518 Donald Street,2170,New South Wales,Australia,9
3297,6406 Parkside Hill,2017,New South Wales,Australia,9
3295,08 Upham Place,2176,New South Wales,Australia,9
3283,6 Cascade Trail,2770,New South Wales,Australia,9
468,29 South Point,3111,Victoria,Australia,9
3280,2094 Bunting Junction,3059,Victoria,Australia,9
3274,07803 Dexter Pass,2170,New South Wales,Australia,9
410,5449 Jenna Road,2170,New South Wales,Australia,9
3264,65973 Morrow Alley,2170,New South Wales,Australia,9
3258,15566 Waxwing Place,2135,New South Wales,Australia,9
3253,5 Stone Corner Parkway,2093,New South Wales,Australia,9
3251,7798 Westport Trail,4031,Queensland,Australia,9
408,17 Sunfield Road,2211,New South Wales,Australia,9
404,8 Monterey Plaza,2066,New South Wales,Australia,9
710,4086 Darwin Terrace,2176,New South Wales,Australia,9
2035,45 Waubesa Lane,4213,Queensland,Australia,9
1708,9 Onsgard Court,3170,Victoria,Australia,9
1941,53 Dakota Court,2027,New South Wales,Australia,9
2208,152 Larry Alley,2756,New South Wales,Australia,9
1386,220 Mitchell Place,3099,Victoria,Australia,9
1389,6 Northfield Point,3140,Victoria,Australia,9
2418,7585 Rutledge Trail,3161,Victoria,Australia,9
1697,51 Hollow Ridge Terrace,2768,New South Wales,Australia,9
1394,4 Milwaukee Park,3046,Victoria,Australia,9
1179,63588 Clove Court,2017,New South Wales,Australia,9
1693,1301 Northwestern Place,2117,New South Wales,Australia,9
912,50 2nd Center,3188,Victoria,Australia,9
2424,338 Little Fleur Avenue,2170,New South Wales,Australia,9
1949,71 Orin Crossing,2155,New South Wales,Australia,9
1950,134 Knutson Street,2281,New South Wales,Australia,9
1041,4408 Haas Way,2171,New South Wales,Australia,9
2428,618 Kropf Drive,2261,New South Wales,Australia,9
1396,0 Rowland Road,3036,Victoria,Australia,9
1710,32 Hagan Junction,2570,New South Wales,Australia,9
1688,419 2nd Center,4220,Queensland,Australia,9
1940,8 Pearson Trail,2166,New South Wales,Australia,9
1713,02862 Esker Crossing,2173,New South Wales,Australia,9
1736,27 Evergreen Terrace,2261,New South Wales,Australia,9
2381,1 Nova Avenue,2200,New South Wales,Australia,9
1733,0130 Loeprich Lane,3808,Victoria,Australia,9
1187,63576 Anzinger Trail,2168,New South Wales,Australia,9
2228,390 Meadow Vale Circle,2560,New South Wales,Australia,9
934,32 Dennis Hill,2233,New South Wales,Australia,9
1374,46523 Mcbride Circle,3161,Victoria,Australia,9
1375,29 Mallory Circle,3791,Victoria,Australia,9
1023,15393 Cody Lane,2046,New South Wales,Australia,9
1184,651 Mesta Drive,3173,Victoria,Australia,9
1028,5549 Bay Point,4068,Queensland,Australia,9
928,243 Ridge Oak Center,2195,New South Wales,Australia,9
1030,6 Kedzie Hill,2214,New South Wales,Australia,9
1381,94 Sheridan Parkway,3136,Victoria,Australia,9
2215,681 Butterfield Lane,2233,New South Wales,Australia,9
2402,1439 Utah Court,2176,New South Wales,Australia,9
1937,184 Hoepker Way,2197,New South Wales,Australia,9
2214,079 Katie Alley,3216,Victoria,Australia,9
2379,080 Pond Alley,2065,New South Wales,Australia,9
1687,36445 Meadow Valley Road,3087,Victoria,Australia,9
2199,94 Vernon Parkway,2762,New South Wales,Australia,9
1652,4 Jay Court,2763,New South Wales,Australia,9
2474,88540 Scoville Plaza,3195,Victoria,Australia,9
1969,18 Express Street,2165,New South Wales,Australia,9
1970,04046 Summit Avenue,4217,Queensland,Australia,9
2477,1 Trailsway Lane,2145,New South Wales,Australia,9
1973,3563 Darwin Avenue,3095,Victoria,Australia,9
1167,20 Main Road,2230,New South Wales,Australia,9
1642,73363 Butterfield Crossing,4567,Queensland,Australia,9
2484,9 Spaight Place,2102,New South Wales,Australia,9
1639,4 Mariners Cove Street,2043,New South Wales,Australia,9
2487,46 Victoria Center,2770,New South Wales,Australia,9
1060,7 Holmberg Circle,2018,New South Wales,Australia,9
2489,00 Rutledge Alley,2166,New South Wales,Australia,9
870,9254 Straubel Street,3034,Victoria,Australia,9
1165,378 Prentice Point,4064,Queensland,Australia,9
1414,9 Pond Avenue,2767,New South Wales,Australia,9
2492,9366 Judy Alley,4171,Queensland,Australia,9
2472,9248 Sugar Terrace,2530,New South Wales,Australia,9
2435,62842 Pearson Point,2508,New South Wales,Australia,9
993,0465 Melrose Alley,2768,New South Wales,Australia,9
2183,67 Carioca Road,4211,Queensland,Australia,9
1954,83 Wayridge Circle,4152,Queensland,Australia,9
2436,78426 Fulton Plaza,4223,Queensland,Australia,9
1683,72 Mosinee Court,3146,Victoria,Australia,9
1680,116 Sullivan Avenue,3941,Victoria,Australia,9
1676,9737 Vernon Junction,3152,Victoria,Australia,9
1173,0005 Independence Drive,2118,New South Wales,Australia,9
902,8642 Forest Run Avenue,2026,New South Wales,Australia,9
1043,31111 Hoepker Road,3034,Victoria,Australia,9
901,1 Cottonwood Street,3150,Victoria,Australia,9
1960,7 Elgar Plaza,2250,New South Wales,Australia,9
2456,60 Sycamore Lane,2148,New South Wales,Australia,9
1962,67104 Bunting Crossing,2043,New South Wales,Australia,9
1171,6541 Dahle Junction,2212,New South Wales,Australia,9
890,41821 Sheridan Center,2756,New South Wales,Australia,9
889,7 Meadow Ridge Center,2165,New South Wales,Australia,9
1170,79 Grasskamp Center,2170,New South Wales,Australia,9
884,583 Coleman Parkway,4213,Queensland,Australia,9
2182,6 Dovetail Circle,2200,New South Wales,Australia,9
2378,25925 Service Crossing,2147,New South Wales,Australia,9
2376,9 American Ash Plaza,2015,New South Wales,Australia,9
1019,1128 Golden Leaf Center,3124,Victoria,Australia,9
1250,8 Eggendart Court,2478,New South Wales,Australia,9
1893,6244 Forest Point,4103,Queensland,Australia,9
974,938 Monica Park,3173,Victoria,Australia,9
1263,7 Onsgard Court,4551,Queensland,Australia,9
1846,8872 Bunker Hill Crossing,2196,New South Wales,Australia,9
2312,08475 Shoshone Park,3116,Victoria,Australia,9
1845,95294 Karstens Park,2155,New South Wales,Australia,9
2314,69444 Mccormick Junction,2539,New South Wales,Australia,9
1217,267 Lukken Park,3930,Victoria,Australia,9
1004,05 Loftsgordon Pass,4380,Queensland,Australia,9
1897,36866 Summit Point,3750,Victoria,Australia,9
1216,94219 Buell Circle,2020,New South Wales,Australia,9
1006,63 Grayhawk Pass,2769,New South Wales,Australia,9
1295,408 Grover Place,4165,Queensland,Australia,9
1816,3201 Canary Center,2540,New South Wales,Australia,9
1007,44594 5th Street,4220,Queensland,Australia,9
1811,3202 Ridge Oak Alley,4121,Queensland,Australia,9
2303,00 Marcy Crossing,3115,Victoria,Australia,9
1808,156 Lakeland Way,4035,Queensland,Australia,9
2301,9 Lake View Avenue,3178,Victoria,Australia,9
1000,67 Holmberg Way,2165,New South Wales,Australia,9
992,1 Continental Center,2146,New South Wales,Australia,9
1882,72 Mandrake Court,3183,Victoria,Australia,9
1881,34 Arrowood Pass,2567,New South Wales,Australia,9
987,45 Hazelcrest Junction,3073,Victoria,Australia,9
1877,9 Superior Terrace,2199,New South Wales,Australia,9
986,00745 Huxley Center,3757,Victoria,Australia,9
982,9 Goodland Center,4213,Queensland,Australia,9
1225,4 Hoard Pass,2153,New South Wales,Australia,9
2287,5015 Pawling Park,2525,New South Wales,Australia,9
1229,3765 Mandrake Alley,2763,New South Wales,Australia,9
995,4757 Texas Trail,3136,Victoria,Australia,9
2291,23 Village Way,4215,Queensland,Australia,9
976,36 Grayhawk Plaza,2031,New South Wales,Australia,9
1869,3 Monterey Trail,2582,New South Wales,Australia,9
2274,463 Rowland Drive,2066,New South Wales,Australia,9
1865,248 Bartillon Plaza,4059,Queensland,Australia,9
1236,359 Kropf Point,2750,New South Wales,Australia,9
1860,47 Veith Junction,3196,Victoria,Australia,9
1807,75 Duke Plaza,2147,New South Wales,Australia,9
1207,7 Dahle Avenue,2620,New South Wales,Australia,9
1205,3 Porter Center,2230,New South Wales,Australia,9
2357,89972 Graedel Point,2176,New South Wales,Australia,9
1333,02885 Buhler Court,3804,Victoria,Australia,9
2358,17123 Northport Circle,4223,Queensland,Australia,9
2359,20 Bluestem Way,4152,Queensland,Australia,9
946,7 Starling Crossing,2570,New South Wales,Australia,9
2361,33 Prentice Street,2300,New South Wales,Australia,9
944,221 Coolidge Parkway,2010,New South Wales,Australia,9
1761,8943 Knutson Point,4154,Queensland,Australia,9
1196,1911 Waxwing Point,2761,New South Wales,Australia,9
1757,636 Debs Circle,3039,Victoria,Australia,9
1756,2 Portage Avenue,2170,New South Wales,Australia,9
2233,9 Washington Drive,3079,Victoria,Australia,9
2369,43898 Prentice Court,3025,Victoria,Australia,9
2371,01 Dunning Drive,2064,New South Wales,Australia,9
1923,8308 Linden Place,2570,New South Wales,Australia,9
1744,85 Magdeline Crossing,3149,Victoria,Australia,9
1361,0261 Roxbury Crossing,4164,Queensland,Australia,9
2237,39179 Bayside Terrace,3148,Victoria,Australia,9
1919,745 Troy Avenue,2769,New South Wales,Australia,9
950,20 Carpenter Parkway,2192,New South Wales,Australia,9
1773,8 Vermont Pass,3930,Victoria,Australia,9
1805,0724 Oxford Crossing,2146,New South Wales,Australia,9
2330,4527 Butterfield Circle,2076,New South Wales,Australia,9
2251,29180 American Ash Circle,2560,New South Wales,Australia,9
1803,21969 Lawn Court,2095,New South Wales,Australia,9
1204,12103 Merchant Circle,3072,Victoria,Australia,9
1305,67727 Westerfield Hill,4164,Queensland,Australia,9
1797,66238 Old Gate Circle,4157,Queensland,Australia,9
2336,35 Lakewood Gardens Junction,3806,Victoria,Australia,9
2166,6 Tennyson Place,2138,New South Wales,Australia,9
2337,5 Stoughton Parkway,2099,New South Wales,Australia,9
1916,7230 Montana Place,2777,New South Wales,Australia,9
1791,2 Crest Line Crossing,2072,New South Wales,Australia,9
954,341 Saint Paul Lane,2033,New South Wales,Australia,9
1787,2 Spohn Court,2750,New South Wales,Australia,9
2244,0132 Merrick Way,2770,New South Wales,Australia,9
1781,7395 Blackbird Lane,2134,New South Wales,Australia,9
1779,07 Miller Pass,2017,New South Wales,Australia,9
1918,4 Susan Center,3170,Victoria,Australia,9
1795,79737 Hollow Ridge Trail,2199,New South Wales,Australia,9
1632,60 Briar Crest Circle,2170,New South Wales,Australia,9
2181,53221 Namekagon Parkway,2557,New South Wales,Australia,9
1139,4439 7th Terrace,2177,New South Wales,Australia,9
1536,22 Portage Road,2155,New South Wales,Australia,9
805,808 Starling Place,2173,New South Wales,Australia,9
2589,3 Pennsylvania Terrace,2197,New South Wales,Australia,9
1131,92 Melvin Hill,2147,New South Wales,Australia,9
2594,357 Elgar Alley,3910,Victoria,Australia,9
2595,37258 Stephen Place,4116,Queensland,Australia,9
1534,193 Bluejay Hill,2160,New South Wales,Australia,9
2111,5965 Glacier Hill Terrace,3025,Victoria,Australia,9
2106,91933 Artisan Avenue,2753,New South Wales,Australia,9
1531,7921 Trailsway Center,2759,New South Wales,Australia,9
1090,04 Onsgard Center,2101,New South Wales,Australia,9
1529,213 Alpine Avenue,2168,New South Wales,Australia,9
1091,37 Division Way,2153,New South Wales,Australia,9
2599,6 Carioca Avenue,3185,Victoria,Australia,9
1526,486 Clyde Gallagher Road,2170,New South Wales,Australia,9
1093,9419 Homewood Way,2160,New South Wales,Australia,9
801,018 Erie Point,2767,New South Wales,Australia,9
1446,8 Mendota Plaza,2567,New South Wales,Australia,9
2036,51739 Sundown Hill,2009,New South Wales,Australia,9
2579,592 Oak Valley Center,2534,New South Wales,Australia,9
2127,7518 Canary Parkway,2145,New South Wales,Australia,9
1146,40570 Acker Alley,2166,New South Wales,Australia,9
1561,04488 Jenna Alley,2289,New South Wales,Australia,9
1084,332 Maywood Crossing,3136,Victoria,Australia,9
1437,8 Prairie Rose Circle,2745,New South Wales,Australia,9
1557,842 Rutledge Parkway,2145,New South Wales,Australia,9
2568,22 Debs Point,2233,New South Wales,Australia,9
1137,5998 Bayside Terrace,2526,New South Wales,Australia,9
2570,18 Towne Way,2171,New South Wales,Australia,9
2020,0 3rd Road,4060,Queensland,Australia,9
1554,2 Darwin Parkway,2118,New South Wales,Australia,9
2124,3516 Kensington Lane,2164,New South Wales,Australia,9
1552,08 Twin Pines Place,2768,New South Wales,Australia,9
2574,7282 Prairie Rose Trail,3184,Victoria,Australia,9
1551,13795 Corscot Drive,2147,New South Wales,Australia,9
1142,51152 Brickson Park Crossing,2768,New South Wales,Australia,9
1556,61 Donald Crossing,2142,New South Wales,Australia,9
1517,79055 Moose Terrace,2176,New South Wales,Australia,9
2055,74164 Village Green Parkway,3037,Victoria,Australia,9
2095,88039 Melody Lane,3088,Victoria,Australia,9
2085,6632 Truax Hill,2230,New South Wales,Australia,9
2084,65880 Cascade Drive,2164,New South Wales,Australia,9
1455,25 Darwin Terrace,2207,New South Wales,Australia,9
1115,03 6th Alley,2168,New South Wales,Australia,9
1456,3 Independence Hill,2560,New South Wales,Australia,9
1484,7509 Prairieview Center,2289,New South Wales,Australia,9
1458,14179 Springs Drive,2557,New South Wales,Australia,9
1449,583 Jenna Pass,2567,New South Wales,Australia,9
1459,8 Green Ridge Place,2565,New South Wales,Australia,9
2073,95483 Washington Junction,2505,New South Wales,Australia,9
774,2570 Wayridge Park,2093,New South Wales,Australia,9
1463,45725 Hagan Pass,2519,New South Wales,Australia,9
773,90 New Castle Trail,2137,New South Wales,Australia,9
772,6 Melody Trail,2145,New South Wales,Australia,9
1111,79494 Ruskin Circle,2527,New South Wales,Australia,9
1112,98 Schiller Junction,2747,New South Wales,Australia,9
2071,63832 Maple Wood Court,3172,Victoria,Australia,9
1491,7764 Declaration Hill,2261,New South Wales,Australia,9
1493,40 Dexter Crossing,2250,New South Wales,Australia,9
1496,8 Arizona Way,2233,New South Wales,Australia,9
2607,20 Del Mar Circle,2450,New South Wales,Australia,9
2611,889 Sundown Trail,2162,New South Wales,Australia,9
2612,55590 Ridgeview Court,2147,New South Wales,Australia,9
1120,0182 Esker Center,2759,New South Wales,Australia,9
793,1 Loomis Parkway,3156,Victoria,Australia,9
2092,4081 Lighthouse Bay Alley,4053,Queensland,Australia,9
2060,130 Hayes Crossing,2170,New South Wales,Australia,9
2061,9 Logan Court,2570,New South Wales,Australia,9
790,866 Rockefeller Junction,2171,New South Wales,Australia,9
2090,158 Lindbergh Crossing,3136,Victoria,Australia,9
1102,86603 Dexter Road,2164,New South Wales,Australia,9
785,02353 Kropf Lane,3046,Victoria,Australia,9
1104,4754 Ramsey Junction,3130,Victoria,Australia,9
2624,2 Beilfuss Plaza,2000,New South Wales,Australia,9
2067,692 Leroy Parkway,3043,Victoria,Australia,9
783,00 Mockingbird Junction,2141,New South Wales,Australia,9
2627,688 Straubel Junction,2113,New South Wales,Australia,9
1083,04328 Rowland Plaza,3441,Victoria,Australia,9
1081,7258 Mandrake Terrace,3138,Victoria,Australia,9
994,5357 Mcguire Plaza,3073,Victoria,Australia,9
855,59041 Independence Point,4020,Queensland,Australia,9
1988,500 Victoria Plaza,2147,New South Wales,Australia,9
1613,50 Dahle Crossing,3199,Victoria,Australia,9
1426,42946 Fieldstone Pass,2750,New South Wales,Australia,9
841,7837 Derek Street,2147,New South Wales,Australia,9
1074,2827 Fallview Lane,2064,New South Wales,Australia,9
1606,6491 Gerald Court,2261,New South Wales,Australia,9
1990,62965 Morningstar Junction,4109,Queensland,Australia,9
1432,26607 West Hill,2777,New South Wales,Australia,9
1073,356 Petterle Way,2193,New South Wales,Australia,9
1159,92867 Lukken Lane,3142,Victoria,Australia,9
1590,8 Warrior Avenue,3197,Victoria,Australia,9
845,036 Kedzie Terrace,2163,New South Wales,Australia,9
2149,0799 Florence Street,2089,New South Wales,Australia,9
1071,44 Ramsey Road,2515,New South Wales,Australia,9
2521,283 Claremont Hill,2138,New South Wales,Australia,9
1598,46 Dunning Junction,4220,Queensland,Australia,9
1597,978 Valley Edge Park,2777,New South Wales,Australia,9
2517,9 Trailsway Court,2262,New South Wales,Australia,9
1571,3525 Buena Vista Plaza,2120,New South Wales,Australia,9
1596,5447 Buell Hill,2567,New South Wales,Australia,9
2153,6 Sauthoff Court,2144,New South Wales,Australia,9
1158,353 Oneill Park,3145,Victoria,Australia,9
1595,96 Sundown Point,4220,Queensland,Australia,9
2010,1 Bobwhite Circle,2230,New South Wales,Australia,9
2499,7 Lake View Street,4060,Queensland,Australia,9
865,383 Rockefeller Junction,2753,New South Wales,Australia,9
2547,25 Coleman Circle,2214,New South Wales,Australia,9
2553,02485 Bellgrove Road,3015,Victoria,Australia,9
2496,24 Helena Alley,2566,New South Wales,Australia,9
1579,6 Logan Junction,2148,New South Wales,Australia,9
1419,94079 Eggendart Point,2745,New South Wales,Australia,9
1622,0 Namekagon Circle,3150,Victoria,Australia,9
2544,01 Burning Wood Terrace,2323,New South Wales,Australia,9
2132,549 Longview Terrace,4030,Queensland,Australia,9
1422,22 Transport Alley,2761,New South Wales,Australia,9
1418,5700 Banding Lane,2762,New South Wales,Australia,9
1435,8999 Elmside Pass,2749,New South Wales,Australia,9
2131,99000 Petterle Drive,2062,New South Wales,Australia,9
1062,4044 Tennessee Parkway,2315,New South Wales,Australia,9
1077,09 Warbler Court,4152,Queensland,Australia,9
1075,7 Del Sol Road,4220,Queensland,Australia,9
1584,78000 Arrowood Center,2775,New South Wales,Australia,9
2497,77410 Bluejay Street,3046,Victoria,Australia,9
2159,63 School Plaza,2145,New South Wales,Australia,9
1208,7 Magdeline Trail,3034,Victoria,Australia,10
